location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
"Travis, TX",Texas,0.5089360690440303,0.29411764705882354,'existing paid',radio/tv,,0.03495022628327569,<1,,'male mar/wid',none,0.3333333333333333,car,0.05357142857142857,none,rent,0.0,skilled,0.0,yes,yes,good,08/1995,yes
"Dallas, TX",Texas,0.00045212480879944786,,'existing paid',education,,0.004007278922100046,<1,,,none,1.0,'life insurance',0.07142857142857142,,own,0.0,skilled,0.0,,no,good,08/1995,no
"Harris, TX",Texas,0.5065834960220637,,'existing paid','new car',,0.0,1<=X<4,,'male single',,0.6666666666666666,car,0.16071428571428573,none,own,0.0,'unskilled resident',0.0,none,no,good,08/1995,no
"Bexar, TX",Texas,0.5065834960220637,0.029411764705882353,'existing paid',retraining,,0.0,unemployed,,,none,,'life insurance',0.30357142857142855,none,own,0.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,08/1995,no
"Milwaukee, WI",Wisconsin,0.5065834960220637,0.20588235294117646,'critical/other existing credit',radio/tv,,0.0,1<=X<4,,'male mar/wid',none,,car,0.25,none,,0.0,skilled,0.0,none,no,good,08/1995,no
"Maricopa, AZ",Arizona,0.2557065516948838,0.20588235294117646,'no credits/all paid',furniture/equipment,,0.0031017156230103418,<1,,'female div/dep/mar',,1.0,'life insurance',0.125,none,,0.0,skilled,0.0,none,1,bad,08/1995,1
"Alameda, CA",California,0.5065834960220637,0.5147058823529411,'existing paid','used car',,0.0,1<=X<4,,'male single',none,1.0,car,,none,own,0.0,skilled,0.0,none,yes,good,08/1995,yes
"Los Angeles, CA",California,0.5840599080611821,0.29411764705882354,'existing paid',radio/tv,,0.0013927606559633815,4<=X<7,,'male single',none,,car,0.10714285714285714,bank,own,0.0,skilled,0.0,none,1,bad,08/1995,1
"Sacramento, CA",California,0.5135909225530523,0.11764705882352941,'existing paid',business,,0.04796904307125772,4<=X<7,,'male single',none,1.0,'real estate',,none,own,0.0,'unskilled resident',0.0,none,yes,good,08/1995,yes
"San Diego, CA",California,0.44170002992151824,0.16176470588235295,'critical/other existing credit',furniture/equipment,,0.0,>=7,,'male single',,1.0,car,,none,own,0.3333333333333333,skilled,1.0,yes,yes,bad,09/1995,yes
"San Francisco, CA",California,0.5080363914750597,0.11764705882352941,,radio/tv,,0.0,1<=X<4,,'female div/dep/mar',none,,'real estate',0.07142857142857142,none,own,0.0,'unskilled resident',,none,yes,bad,09/1995,yes
"Fulton, GA",Georgia,0.5083782791113766,0.29411764705882354,'existing paid','new car',,0.010572075095073392,<1,,'male single',none,0.0,'life insurance',0.125,none,,0.0,skilled,0.0,none,yes,bad,09/1995,yes
"Cook, IL",Illinois,0.4847661879731753,0.38235294117647056,'existing paid',furniture/equipment,,0.3470791819386368,,,,,1.0,,0.6785714285714286,none,rent,0.3333333333333333,skilled,0.0,yes,no,good,09/1995,no
"Marion, IN",Indiana,0.5065834960220637,0.16176470588235295,'delayed previously',furniture/equipment,,0.0,4<=X<7,,'female div/dep/mar',none,0.3333333333333333,'life insurance',0.19642857142857142,none,own,0.3333333333333333,skilled,0.0,none,yes,bad,09/1995,yes
"Orleans, LA",Louisiana,0.5065834960220637,0.11764705882352941,'critical/other existing credit','new car',,0.0,1<=X<4,,'male single',,1.0,'real estate',0.44642857142857145,none,own,0.0,skilled,0.0,,1,good,09/1995,1
"Baltimore city, MD",Maryland,0.5069279236853963,0.029411764705882353,,'new car',,0.008428621823000018,unemployed,,'male single',none,1.0,'life insurance',0.5,none,own,0.0,'high qualif/self emp/mgmt',0.0,yes,no,good,09/1995,no
"Wayne, MI",Michigan,0.5065834960220637,0.11764705882352941,'existing paid',,,0.0,1<=X<4,,,none,1.0,car,0.5892857142857143,none,own,0.0,skilled,0.0,yes,yes,good,09/1995,yes
"St. Louis, MO",Missouri,0.5065834960220637,,,,,0.0,,,'female div/dep/mar','co applicant',,'no known property',0.7678571428571429,none,'for free',0.0,skilled,0.0,yes,no,good,09/1995,no
"Camden, NJ",New Jersey,0.5065834960220637,0.08823529411764706,'existing paid',,,0.0,1<=X<4,,'male single',none,,'real estate',0.2857142857142857,none,rent,0.0,'unskilled resident',0.0,,yes,bad,09/1995,yes
"Essex, NJ",New Jersey,0.5065834960220637,0.029411764705882353,'existing paid',,,0.0,1<=X<4,,'male single',guarantor,0.6666666666666666,'life insurance',0.125,none,rent,0.0,skilled,0.0,none,no,bad,09/1995,no
"Clark, NV",Nevada,0.5065834960220637,0.11764705882352941,'critical/other existing credit',radio/tv,,0.0,>=7,,'male single',none,0.3333333333333333,'no known property',,none,own,0.3333333333333333,skilled,,none,yes,good,09/1995,yes
"New York, NY",New York,0.514550544759594,,,business,,0.009050255536626917,>=7,,'female div/dep/mar',none,1.0,'no known property',,none,'for free',0.3333333333333333,'high qualif/self emp/mgmt',0.0,yes,no,bad,09/1995,no
"Philadelphia, PA",Pennsylvania,0.5065834960220637,0.029411764705882353,'critical/other existing credit',radio/tv,,0.0,,,'female div/dep/mar',none,0.0,'life insurance',0.14285714285714285,none,own,0.3333333333333333,skilled,,none,no,good,09/1995,no
"Shelby, TN",Tennessee,0.507597474806742,0.029411764705882353,'existing paid',radio/tv,,0.0,,,,none,1.0,'life insurance',0.3392857142857143,none,own,0.0,skilled,0.0,none,yes,good,09/1995,yes
"Travis, TX",Texas,0.037819986253373766,0.11764705882352941,'critical/other existing credit','new car',,0.005929181078244111,1<=X<4,,'male single',none,0.3333333333333333,'real estate',,none,rent,0.3333333333333333,'unskilled resident',1.0,none,no,good,09/1995,no
"Dallas, TX",Texas,0.11856693707794276,0.29411764705882354,'existing paid',furniture/equipment,,0.0,1<=X<4,,'male mar/wid',,1.0,car,0.017857142857142856,none,own,0.0,skilled,0.0,none,no,bad,09/1995,no
"Harris, TX",Texas,0.5157712817433526,,'existing paid',furniture/equipment,,0.026133352261972366,<1,,'male single','co applicant',0.0,'no known property',0.17857142857142858,none,rent,0.0,'high qualif/self emp/mgmt',0.0,yes,yes,bad,09/1995,yes
"Bexar, TX",Texas,0.5065834960220637,0.29411764705882354,'critical/other existing credit',furniture/equipment,,0.0,4<=X<7,,'male single',none,,'life insurance',0.375,none,own,0.3333333333333333,skilled,0.0,none,no,good,09/1995,no
"Maricopa, AZ",Arizona,0.5109355783108109,0.20588235294117646,'existing paid',radio/tv,,0.001598179409082305,>=7,,'male mar/wid',guarantor,0.3333333333333333,'real estate',0.23214285714285715,,own,0.0,'unskilled resident',0.0,none,1,bad,09/1995,1
"Alameda, CA",California,0.6748196453817482,0.029411764705882353,'critical/other existing credit',,,0.04755605458331182,>=7,,'male div/sep',none,1.0,car,0.16071428571428573,,own,0.3333333333333333,skilled,1.0,yes,1,good,09/1995,1
"Los Angeles, CA",California,0.2409449306902828,0.29411764705882354,,'new car',,0.0018337119061139506,,,'female div/dep/mar',none,0.0,'life insurance',0.14285714285714285,none,own,0.0,skilled,0.0,none,yes,good,09/1995,yes
"San Francisco, CA",California,0.24043946531415308,0.47058823529411764,'existing paid','used car',,0.0,>=7,,'male single',none,1.0,'no known property',0.4107142857142857,none,'for free',,skilled,1.0,none,no,good,09/1995,no
"Fulton, GA",Georgia,0.827005872034455,0.07352941176470588,,radio/tv,,0.025690250030113746,,,'male div/sep',none,1.0,,0.5357142857142857,none,own,0.0,skilled,,none,no,bad,09/1995,no
"Cook, IL",Illinois,0.5095588836682866,0.29411764705882354,'critical/other existing credit',radio/tv,,0.038091735067884984,<1,,'male single',none,1.0,'no known property',0.3392857142857143,bank,own,0.3333333333333333,skilled,1.0,none,no,bad,09/1995,no
"Marion, IN",Indiana,0.11803403941004317,0.29411764705882354,'existing paid','new car',,0.003780350351900607,,,,none,1.0,'life insurance',0.08928571428571429,none,rent,,skilled,0.0,none,yes,good,09/1995,yes
"Orleans, LA",Louisiana,0.5065834960220637,0.08823529411764706,'existing paid','new car',,0.0,1<=X<4,,'male single',guarantor,1.0,'life insurance',0.14285714285714285,none,own,0.0,'unskilled resident',0.0,none,no,good,09/1995,no
"Wayne, MI",Michigan,0.8127420963249364,0.16176470588235295,'critical/other existing credit','used car',,0.07011662622821056,1<=X<4,,'male single',none,0.3333333333333333,car,0.30357142857142855,none,own,0.0,skilled,0.0,yes,no,good,09/1995,no
"St. Louis, MO",Missouri,0.513275959203102,0.16176470588235295,'all paid','new car',,0.022287396967976183,unemployed,,'male single',none,0.3333333333333333,'life insurance',0.26785714285714285,,own,0.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,09/1995,no
"Camden, NJ",New Jersey,0.5065834960220637,0.29411764705882354,'existing paid',radio/tv,,0.0,1<=X<4,,,none,0.3333333333333333,'life insurance',0.16071428571428573,,,0.0,,0.0,none,no,bad,09/1995,no
"Essex, NJ",New Jersey,0.5065834960220637,0.5147058823529411,'existing paid',,,0.0,>=7,,'male single',none,0.3333333333333333,car,0.4642857142857143,none,own,0.0,,0.0,yes,no,good,10/1995,no
"Clark, NV",Nevada,0.5008186507071689,0.11764705882352941,'existing paid','new car',,0.0,4<=X<7,,'male single',none,0.3333333333333333,'real estate',0.125,none,own,0.0,skilled,0.0,none,yes,bad,10/1995,yes
"New York, NY",New York,0.5065834960220637,0.47058823529411764,'existing paid','used car',,0.0,1<=X<4,,,none,0.3333333333333333,'no known property',,none,'for free',,'high qualif/self emp/mgmt',0.0,yes,no,bad,10/1995,no
"Philadelphia, PA",Pennsylvania,0.9013265545092336,0.16176470588235295,'existing paid',business,,0.005327981690843701,,,'male single',none,1.0,'life insurance',0.125,,rent,0.0,,0.0,,yes,bad,10/1995,yes
"Shelby, TN",Tennessee,0.5136605192932832,0.11764705882352941,'delayed previously',radio/tv,,0.005971125221551117,1<=X<4,,'male mar/wid','co applicant',1.0,'real estate',0.017857142857142856,none,rent,0.3333333333333333,skilled,0.0,,yes,good,10/1995,yes
"Dallas, TX",Texas,0.5065834960220637,0.29411764705882354,'existing paid','new car',,0.0,<1,,'male single',none,0.0,'life insurance',0.625,none,own,0.0,skilled,0.0,none,yes,good,10/1995,yes
"Harris, TX",Texas,0.41369166002449603,0.029411764705882353,'critical/other existing credit','new car',,0.0,4<=X<7,,'female div/dep/mar',none,0.6666666666666666,'life insurance',0.32142857142857145,none,own,0.3333333333333333,skilled,0.0,none,no,bad,10/1995,no
"Bexar, TX",Texas,0.06291951721198503,0.029411764705882353,'critical/other existing credit','new car',,0.003907258272675649,<1,,'male single',none,1.0,'real estate',0.375,none,,0.0,'unskilled resident',1.0,none,1,good,10/1995,1
"Maricopa, AZ",Arizona,0.5065834960220637,0.47058823529411764,'critical/other existing credit',furniture/equipment,,0.0,<1,,'female div/dep/mar',none,1.0,'life insurance',0.07142857142857142,,rent,0.3333333333333333,skilled,0.0,yes,no,bad,10/1995,no
"Alameda, CA",California,0.3989691554359372,0.029411764705882353,'existing paid','new car',,0.046565527506754086,>=7,,'male single',none,0.3333333333333333,'life insurance',0.42857142857142855,none,own,0.0,skilled,,yes,no,good,10/1995,no
"Los Angeles, CA",California,0.5065834960220637,0.029411764705882353,'critical/other existing credit',,,0.0,>=7,,'male single',none,1.0,'no known property',0.30357142857142855,none,'for free',0.3333333333333333,skilled,0.0,none,1,good,10/1995,1
"San Francisco, CA",California,0.5065834960220637,0.29411764705882354,'critical/other existing credit',repairs,,0.0,>=7,,'male single',,1.0,'no known property',0.44642857142857145,none,'for free',0.3333333333333333,skilled,0.0,none,yes,good,10/1995,yes
"Fulton, GA",Georgia,0.0770222552087064,,'existing paid',radio/tv,,0.004845086297386127,,,'female div/dep/mar',none,0.3333333333333333,'real estate',0.08928571428571429,none,own,0.0,skilled,0.0,none,yes,bad,10/1995,yes
"Cook, IL",Illinois,0.0871960794175007,0.6470588235294118,'no credits/all paid',furniture/equipment,,0.010434412265758091,1<=X<4,,'male single',none,1.0,'no known property',,none,'for free',,skilled,1.0,none,yes,good,10/1995,yes
"Marion, IN",Indiana,0.5065834960220637,0.29411764705882354,'existing paid',,,0.0,4<=X<7,,'female div/dep/mar',none,1.0,car,,none,own,0.0,skilled,0.0,none,no,bad,10/1995,no
"Orleans, LA",Louisiana,0.5066632528703575,,'existing paid',radio/tv,,0.00509890213893621,1<=X<4,,,guarantor,1.0,'real estate',0.125,none,own,0.0,'unskilled resident',,none,yes,bad,10/1995,yes
"Baltimore city, MD",Maryland,0.5162747150978698,0.3235294117647059,'existing paid','used car',,0.0007216543630512967,<1,,'male single',none,0.6666666666666666,,0.19642857142857142,none,own,0.3333333333333333,skilled,0.0,none,1,good,10/1995,1
"Wayne, MI",Michigan,0.5065834960220637,0.16176470588235295,'critical/other existing credit',education,,0.0,1<=X<4,,'female div/dep/mar',none,0.6666666666666666,car,0.21428571428571427,,own,0.0,,0.0,none,yes,bad,10/1995,yes
"St. Louis, MO",Missouri,0.5065834960220637,0.0,'critical/other existing credit',radio/tv,,0.0,4<=X<7,,'male single',none,,'real estate',0.4107142857142857,none,own,0.3333333333333333,,1.0,none,no,good,10/1995,no
"Essex, NJ",New Jersey,0.0037592399832764617,0.47058823529411764,'existing paid',radio/tv,,0.0011378693235592724,1<=X<4,,'male div/sep',none,1.0,car,,none,rent,0.0,skilled,0.0,none,no,bad,10/1995,no
"Clark, NV",Nevada,0.44817455878460716,0.029411764705882353,'existing paid','new car',,0.0035233080377884466,<1,,'male single',none,1.0,'real estate',0.39285714285714285,none,own,0.0,,1.0,yes,yes,good,10/1995,yes
"New York, NY",New York,0.5074567573100708,0.47058823529411764,'existing paid',education,,0.0006958425825546779,4<=X<7,,'male single',none,0.0,,0.23214285714285715,none,own,0.3333333333333333,skilled,1.0,none,no,good,10/1995,no
"Philadelphia, PA",Pennsylvania,0.5115416287567635,0.16176470588235295,'existing paid','new car',,0.0197470875707673,,,'female div/dep/mar',none,,car,0.16071428571428573,none,rent,0.3333333333333333,skilled,0.0,yes,yes,bad,10/1995,yes
"Shelby, TN",Tennessee,0.5065834960220637,0.11764705882352941,'delayed previously','used car',,0.0,1<=X<4,,'male mar/wid',none,1.0,'real estate',0.39285714285714285,none,rent,0.0,skilled,0.0,none,yes,good,10/1995,yes
"Dallas, TX",Texas,0.5065834960220637,0.29411764705882354,'existing paid',radio/tv,,0.0,4<=X<7,,'male mar/wid',none,0.6666666666666666,'life insurance',0.125,none,own,0.0,skilled,0.0,yes,1,good,10/1995,1
"Harris, TX",Texas,0.5065834960220637,0.29411764705882354,'existing paid',radio/tv,,0.0,<1,,'male single',none,0.3333333333333333,car,0.10714285714285714,none,own,0.3333333333333333,skilled,0.0,none,no,bad,10/1995,no
"Bexar, TX",Texas,0.8165394367134489,0.25,'critical/other existing credit',education,,0.00015809715554178927,<1,,'male div/sep',none,0.0,,0.25,none,rent,0.0,skilled,0.0,none,no,bad,10/1995,no
"Bexar, TX",Texas,0.5007597220804041,0.029411764705882353,'existing paid','new car',,0.0,unemployed,,'female div/dep/mar',none,,'life insurance',1.0,,own,0.0,'high qualif/self emp/mgmt',0.0,,no,bad,10/1995,no
"Los Angeles, CA",California,0.5129731879828274,0.20588235294117646,'critical/other existing credit',furniture/equipment,,0.00304363911689295,>=7,,'female div/dep/mar',none,1.0,'life insurance',,none,,0.0,skilled,0.0,yes,yes,good,10/1995,yes
"San Francisco, CA",California,0.06011939142984727,0.6470588235294118,,'new car',,0.0033243422297936777,>=7,,'male single',none,1.0,'no known property',0.4107142857142857,bank,'for free',0.0,'high qualif/self emp/mgmt',0.0,none,1,bad,10/1995,1
"Fulton, GA",Georgia,0.6464927560969538,0.20588235294117646,'existing paid',furniture/equipment,,0.003332946156625884,<1,,'female div/dep/mar',none,0.0,'life insurance',0.4642857142857143,stores,own,0.0,'unskilled resident',0.0,none,yes,bad,10/1995,yes
"Cook, IL",Illinois,0.5135533301532195,0.11764705882352941,'existing paid',radio/tv,,0.0005366699361588629,<1,,'male mar/wid',none,0.0,'real estate',0.07142857142857142,none,rent,,skilled,0.0,none,no,good,11/1995,no
"Marion, IN",Indiana,0.5065834960220637,0.29411764705882354,'delayed previously','new car',,0.0,>=7,,'male single',none,1.0,'no known property',0.7321428571428571,none,'for free',0.3333333333333333,,0.0,yes,no,good,11/1995,no
"Orleans, LA",Louisiana,0.3030191269114338,0.38235294117647056,'existing paid',furniture/equipment,,0.0,>=7,,'male single',none,1.0,'life insurance',0.21428571428571427,none,own,0.0,skilled,0.0,none,no,good,11/1995,no
"Baltimore city, MD",Maryland,0.9816218885304062,0.20588235294117646,'existing paid',furniture/equipment,,0.001975676698845353,1<=X<4,,'male single',none,0.0,,0.26785714285714285,none,own,0.0,'unskilled resident',1.0,none,no,bad,11/1995,no
"Wayne, MI",Michigan,0.5065834960220637,0.11764705882352941,'critical/other existing credit','new car',,0.0,>=7,,'male single',none,1.0,'real estate',0.75,none,own,0.3333333333333333,'unskilled resident',0.0,,no,bad,11/1995,no
"Kansas City, MO",Missouri,0.47388572824860564,0.29411764705882354,'delayed previously','new car',,0.002927486104658166,unemployed,,'male single',none,0.3333333333333333,'real estate',0.42857142857142855,none,'for free',0.3333333333333333,skilled,1.0,none,yes,good,11/1995,yes
"Essex, NJ",New Jersey,0.5065834960220637,,'critical/other existing credit','new car',,0.0,1<=X<4,,'female div/dep/mar',none,1.0,car,0.32142857142857145,none,own,0.0,skilled,0.0,yes,1,bad,11/1995,1
"Clark, NV",Nevada,0.5065834960220637,0.29411764705882354,'existing paid',radio/tv,,0.0,4<=X<7,,'male single',,0.0,car,0.23214285714285715,bank,own,0.0,skilled,1.0,none,no,bad,11/1995,no
"New York, NY",New York,0.5065834960220637,0.11764705882352941,'all paid',radio/tv,,0.0,1<=X<4,,'female div/dep/mar',none,,'real estate',0.08928571428571429,bank,own,0.0,'unskilled resident',0.0,none,yes,bad,11/1995,yes
"Philadelphia, PA",Pennsylvania,0.5065834960220637,0.6470588235294118,'critical/other existing credit','used car',,0.0,4<=X<7,,'male single',none,0.0,'no known property',0.2857142857142857,none,'for free',0.3333333333333333,,0.0,yes,no,good,11/1995,no
"Dallas, TX",Texas,0.5065834960220637,0.11764705882352941,'critical/other existing credit',,,0.0,4<=X<7,,'female div/dep/mar',none,1.0,'real estate',0.07142857142857142,none,,0.3333333333333333,skilled,0.0,none,no,good,11/1995,no
"Harris, TX",Texas,0.5065834960220637,0.029411764705882353,'all paid',radio/tv,,0.0,>=7,,'male single',none,1.0,'life insurance',0.4642857142857143,bank,own,0.0,'unskilled resident',1.0,none,1,good,11/1995,1
"Bexar, TX",Texas,0.0896649856767877,0.6470588235294118,'existing paid',radio/tv,,0.003911560236091752,4<=X<7,,'male mar/wid',guarantor,0.0,'real estate',,none,own,0.3333333333333333,skilled,0.0,yes,yes,bad,11/1995,yes
"Los Angeles, CA",California,0.5161096133418475,0.11764705882352941,'critical/other existing credit',,,0.023063901364582796,<1,,'male single',none,0.0,car,0.14285714285714285,,own,0.0,skilled,0.0,none,1,good,11/1995,1
"San Francisco, CA",California,0.511871832268808,0.07352941176470588,'existing paid',education,,0.009784815789926522,4<=X<7,,'female div/dep/mar',none,1.0,'life insurance',0.8571428571428571,none,own,0.3333333333333333,'high qualif/self emp/mgmt',0.0,yes,yes,bad,11/1995,yes
"Cook, IL",Illinois,0.5082096213175323,0.11764705882352941,,radio/tv,,0.00041621496050797587,<1,,'male single',none,0.0,car,0.05357142857142857,stores,own,0.0,skilled,0.0,none,yes,bad,11/1995,yes
"Marion, IN",Indiana,0.5068354667020237,0.20588235294117646,'no credits/all paid','new car',,0.02640222497547881,,,'female div/dep/mar',none,0.6666666666666666,car,0.16071428571428573,none,own,0.3333333333333333,skilled,0.0,none,yes,good,11/1995,yes
"Orleans, LA",Louisiana,0.5065834960220637,0.25,'no credits/all paid','new car',,0.0,1<=X<4,,'female div/dep/mar',none,1.0,'life insurance',0.17857142857142858,bank,own,0.3333333333333333,skilled,0.0,,no,good,11/1995,no
"Baltimore city, MD",Maryland,0.11525118581161227,0.29411764705882354,'all paid',furniture/equipment,,0.0036857071567463393,4<=X<7,,'male single',none,1.0,,0.14285714285714285,bank,own,0.0,skilled,0.0,none,yes,good,11/1995,yes
"Wayne, MI",Michigan,0.5142147531881148,0.20588235294117646,'critical/other existing credit',furniture/equipment,,0.010603264329840139,<1,,'male single',none,,'real estate',0.21428571428571427,none,own,0.3333333333333333,'unskilled resident',0.0,none,no,good,11/1995,no
"Kansas City, MO",Missouri,0.19592549186353145,0.29411764705882354,,'used car',,0.0,>=7,,'male single',none,,'no known property',0.5357142857142857,bank,'for free',0.0,skilled,1.0,yes,yes,good,11/1995,yes
"Essex, NJ",New Jersey,0.47784969440934966,0.29411764705882354,,,,0.0037072169738268544,4<=X<7,,'male single',guarantor,1.0,car,0.08928571428571429,bank,rent,0.0,,0.0,none,yes,good,11/1995,yes
"Clark, NV",Nevada,0.6165773339165236,0.029411764705882353,'delayed previously',radio/tv,,0.008268373685750176,<1,,'female div/dep/mar',none,0.0,'life insurance',0.17857142857142858,bank,own,0.0,skilled,0.0,none,no,good,11/1995,no
"New York, NY",New York,0.5074384691155575,0.47058823529411764,'existing paid','new car',,0.0,1<=X<4,,'male single',none,1.0,'no known property',0.32142857142857145,none,'for free',0.0,skilled,0.0,yes,no,bad,11/1995,no
"Philadelphia, PA",Pennsylvania,0.5089010166712133,,'delayed previously',business,,0.0,1<=X<4,,'male single',,0.3333333333333333,'life insurance',0.32142857142857145,,own,0.3333333333333333,'high qualif/self emp/mgmt',0.0,yes,no,good,11/1995,no
"Dallas, TX",Texas,0.5119226328091225,0.29411764705882354,'delayed previously',radio/tv,,0.04595034673825134,4<=X<7,,'female div/dep/mar',none,0.3333333333333333,'life insurance',0.07142857142857142,none,rent,0.3333333333333333,skilled,0.0,yes,yes,good,11/1995,yes
"Harris, TX",Texas,0.2661968632698377,0.11764705882352941,'existing paid','new car',,0.007914537194775697,,,'male div/sep',,,,0.30357142857142855,none,own,0.0,skilled,0.0,none,no,good,11/1995,no
"Bexar, TX",Texas,0.5065834960220637,0.29411764705882354,'critical/other existing credit',radio/tv,,0.0,>=7,,'male single',none,0.3333333333333333,car,0.26785714285714285,none,own,0.0,skilled,0.0,none,no,good,11/1995,no
"Los Angeles, CA",California,0.513785488622457,0.6470588235294118,'existing paid',,,0.0,4<=X<7,,'male single',,0.0,car,0.39285714285714285,none,own,0.3333333333333333,skilled,1.0,yes,yes,good,11/1995,yes
"Cook, IL",Illinois,0.07452439264144013,0.6470588235294118,'existing paid',radio/tv,,0.00856305817975324,1<=X<4,,'female div/dep/mar',none,0.3333333333333333,car,0.21428571428571427,none,own,0.0,skilled,0.0,yes,no,good,11/1995,no
"Baltimore city, MD",Maryland,0.4519007784166792,,'existing paid',furniture/equipment,,0.003498571748145854,,,,,1.0,'real estate',0.07142857142857142,none,rent,0.0,'unskilled resident',0.0,yes,no,good,12/1995,no
"Wayne, MI",Michigan,0.5065834960220637,0.38235294117647056,,radio/tv,,0.0,4<=X<7,,'male single','co applicant',0.3333333333333333,car,0.3392857142857143,none,own,0.0,skilled,0.0,,1,good,12/1995,1
"St. Louis, MO",Missouri,0.5065834960220637,,'existing paid','used car',,0.0,unemployed,,'female div/dep/mar',none,,'life insurance',0.125,none,rent,0.0,'high qualif/self emp/mgmt',0.0,yes,no,good,12/1995,no
"Clark, NV",Nevada,0.11040278224399194,,'existing paid',,,0.006036730163646689,1<=X<4,,'female div/dep/mar',none,1.0,'life insurance',,none,,0.0,,0.0,none,no,good,12/1995,no
"New York, NY",New York,0.5083544028574288,0.07352941176470588,'existing paid',radio/tv,,0.008101672603376181,>=7,,'male single',none,1.0,,,none,own,0.3333333333333333,'unskilled resident',0.0,none,no,bad,12/1995,no
"Philadelphia, PA",Pennsylvania,0.5065834960220637,0.16176470588235295,'critical/other existing credit',furniture/equipment,,0.0,4<=X<7,,'female div/dep/mar','co applicant',0.6666666666666666,,0.08928571428571429,bank,own,0.3333333333333333,skilled,0.0,none,yes,good,12/1995,yes
"Dallas, TX",Texas,0.5155853517658013,0.11764705882352941,'existing paid',radio/tv,,0.009178238948255984,4<=X<7,,'female div/dep/mar',none,0.0,'real estate',0.14285714285714285,none,own,0.0,skilled,0.0,none,no,bad,12/1995,no
"Harris, TX",Texas,0.5065834960220637,0.29411764705882354,'critical/other existing credit',education,,0.0,1<=X<4,,'female div/dep/mar',none,0.3333333333333333,car,0.25,none,,0.3333333333333333,skilled,0.0,yes,yes,good,12/1995,yes
"Bexar, TX",Texas,0.5166897555122396,0.47058823529411764,'critical/other existing credit','new car',,0.002091829711080137,<1,,'male div/sep',none,,,0.14285714285714285,none,own,0.3333333333333333,skilled,0.0,none,yes,good,12/1995,yes
"Los Angeles, CA",California,0.5065834960220637,0.29411764705882354,'existing paid',,,0.0,<1,,'male mar/wid',none,,car,,none,own,0.3333333333333333,'unskilled resident',,none,no,bad,12/1995,no
"Cook, IL",Illinois,0.5073770004617769,,'critical/other existing credit','new car',,0.0015917264639581507,>=7,,'male single',guarantor,0.6666666666666666,'real estate',0.19642857142857142,bank,own,0.3333333333333333,skilled,0.0,,yes,good,12/1995,yes
"Baltimore city, MD",Maryland,0.5071483980303615,0.11764705882352941,'critical/other existing credit','new car',,0.005664610328153769,,,'male single',none,0.6666666666666666,'real estate',0.5357142857142857,bank,own,0.3333333333333333,,1.0,none,no,bad,12/1995,no
"Wayne, MI",Michigan,0.5065834960220637,0.07352941176470588,'existing paid',furniture/equipment,,0.0,1<=X<4,,'female div/dep/mar',none,0.3333333333333333,'real estate',0.125,none,rent,0.0,skilled,,none,yes,good,12/1995,yes
"St. Louis, MO",Missouri,0.5146140454349872,0.47058823529411764,'existing paid',repairs,,0.006450794142446612,<1,,'male single',none,0.0,'no known property',0.25,none,rent,0.0,'unskilled resident',0.0,none,no,good,12/1995,no
"Clark, NV",Nevada,0.5065834960220637,0.11764705882352941,'existing paid','new car',,0.0,>=7,,'female div/dep/mar',none,1.0,'no known property',0.5892857142857143,none,'for free',0.0,'high qualif/self emp/mgmt',0.0,yes,no,bad,12/1995,no
"New York, NY",New York,0.11741122478578682,0.20588235294117646,'existing paid',furniture/equipment,,0.007176750468914013,1<=X<4,,'female div/dep/mar',none,1.0,,0.017857142857142856,bank,rent,0.0,skilled,0.0,none,yes,bad,12/1995,yes
"Philadelphia, PA",Pennsylvania,0.39940299205022345,0.07352941176470588,'critical/other existing credit','new car',,0.0056764407275480535,1<=X<4,,'male single',none,0.3333333333333333,'real estate',0.30357142857142855,none,rent,0.3333333333333333,skilled,1.0,none,yes,good,12/1995,yes
"Harris, TX",Texas,0.07510504281723542,0.11764705882352941,'existing paid',furniture/equipment,,0.003564176690241426,1<=X<4,,'male single',,0.0,'life insurance',0.03571428571428571,none,own,0.0,'unskilled resident',0.0,none,no,bad,12/1995,no
"Bexar, TX",Texas,0.2820948923612751,,'existing paid','domestic appliance',,0.0,1<=X<4,,'male mar/wid',none,,'real estate',0.5,none,own,0.0,'unskilled resident',0.0,yes,no,bad,12/1995,no
"Los Angeles, CA",California,0.12300741230683729,0.11764705882352941,'critical/other existing credit',furniture/equipment,,0.0002882315488789084,>=7,,'male single',none,0.6666666666666666,'life insurance',0.7321428571428571,none,own,0.3333333333333333,skilled,0.0,none,yes,good,12/1995,yes
"Cook, IL",Illinois,0.1084134330852743,0.11764705882352941,'critical/other existing credit',radio/tv,,0.00782204498132948,4<=X<7,,'female div/dep/mar',none,0.6666666666666666,'real estate',0.6964285714285714,none,own,1.0,'unskilled resident',0.0,yes,no,bad,12/1995,no
"Wayne, MI",Michigan,0.5077955969139688,,'delayed previously','new car',,0.0,1<=X<4,,,none,1.0,car,,none,,0.3333333333333333,skilled,0.0,yes,no,good,12/1995,no
