,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
291,Texas,155.74,36.0,'existing paid','used car',9398.0,93.87,<1,1.0,'male mar/wid',none,4.0,car,28.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,02/1995,yes
292,Utah,-9594.86,24.0,'critical/other existing credit','used car',6419.0,16.26,>=7,2.0,'female div/dep/mar',none,4.0,'no known property',44.0,none,'for free',2.0,'high qualif/self emp/mgmt',2.0,yes,no,bad,02/1995,no
293,Virginia,7720.46,,'critical/other existing credit','used car',,40.81,>=7,4.0,'male single',none,4.0,'no known property',56.0,none,'for free',1.0,skilled,1.0,none,no,good,02/1995,no
294,Virginia,0.0,48.0,'critical/other existing credit',business,7629.0,0.0,>=7,4.0,'male div/sep',none,2.0,car,46.0,bank,own,2.0,'high qualif/self emp/mgmt',2.0,none,no,bad,02/1995,no
295,Virginia,61.96,48.0,'existing paid',furniture/equipment,9960.0,64.33,<1,1.0,,none,2.0,car,26.0,none,own,1.0,skilled,1.0,,yes,good,02/1995,yes
296,Virginia,0.0,12.0,'existing paid','used car',4675.0,0.0,,1.0,'female div/dep/mar',none,4.0,car,20.0,none,rent,1.0,skilled,1.0,none,no,bad,03/1995,no
297,Virginia,0.0,10.0,'existing paid',,1287.0,0.0,,4.0,'male single','co applicant',2.0,'life insurance',45.0,none,,1.0,'unskilled resident',1.0,,yes,good,03/1995,yes
298,Virginia,0.0,18.0,,furniture/equipment,2515.0,0.0,1<=X<4,3.0,'male single',none,4.0,'real estate',43.0,none,own,,skilled,1.0,yes,yes,bad,03/1995,yes
299,Virginia,0.31,21.0,'critical/other existing credit',furniture/equipment,2745.0,1787.08,4<=X<7,3.0,'male single',none,2.0,car,32.0,none,own,2.0,skilled,1.0,yes,yes,good,03/1995,yes
300,Washington,0.0,6.0,'existing paid','new car',672.0,0.0,unemployed,1.0,'female div/dep/mar',none,4.0,'real estate',54.0,none,own,1.0,'unemp/unskilled non res',,yes,no,good,03/1995,no
301,Washington,192.02,36.0,,radio/tv,3804.0,0.0,1<=X<4,4.0,'female div/dep/mar',none,1.0,car,42.0,none,own,1.0,skilled,,yes,yes,good,03/1995,yes
302,Washington,5659.69,,'critical/other existing credit','new car',1344.0,0.0,4<=X<7,4.0,'male single',none,,'real estate',37.0,bank,own,2.0,'unskilled resident',2.0,none,no,good,03/1995,no
303,Wisconsin,-8464.44,10.0,'critical/other existing credit',,1038.0,38.82,4<=X<7,4.0,'male single','co applicant',,,49.0,none,,2.0,skilled,1.0,yes,yes,bad,03/1995,yes
304,Alaska,0.0,48.0,'critical/other existing credit','new car',,0.0,1<=X<4,2.0,'male single',none,2.0,'no known property',44.0,bank,,1.0,skilled,1.0,none,yes,bad,03/1995,yes
305,Arizona,0.0,6.0,,furniture/equipment,1543.0,0.0,1<=X<4,4.0,'male div/sep',none,2.0,'real estate',33.0,none,own,1.0,skilled,1.0,none,yes,good,03/1995,yes
306,Arizona,0.0,,'existing paid','used car',4811.0,0.0,4<=X<7,2.0,'female div/dep/mar',none,,'life insurance',24.0,stores,rent,1.0,'unskilled resident',1.0,none,no,good,03/1995,no
307,Arizona,-8135.03,12.0,'existing paid',radio/tv,727.0,473.67,<1,4.0,'male mar/wid',none,3.0,'no known property',33.0,none,own,1.0,'unskilled resident',1.0,yes,yes,bad,03/1995,yes
308,California,0.0,8.0,,furniture/equipment,1237.0,0.0,1<=X<4,3.0,'female div/dep/mar',none,4.0,'real estate',24.0,none,own,1.0,skilled,1.0,none,no,bad,03/1995,no
309,California,0.0,9.0,'existing paid','new car',276.0,0.0,1<=X<4,4.0,'male mar/wid',none,4.0,'real estate',,none,rent,,'unskilled resident',,none,no,bad,03/1995,no
310,California,192.16,48.0,,other,5381.0,0.0,unemployed,3.0,,none,4.0,'no known property',40.0,bank,'for free',1.0,'unemp/unskilled non res',1.0,yes,no,good,03/1995,no
311,California,0.0,24.0,'existing paid',furniture/equipment,5511.0,0.0,1<=X<4,4.0,'male single',none,1.0,car,25.0,stores,,1.0,skilled,1.0,none,no,good,03/1995,no
312,California,797.21,24.0,,furniture/equipment,,98.87,,2.0,,none,4.0,car,26.0,none,own,1.0,skilled,1.0,none,yes,bad,03/1995,yes
313,California,137.41,12.0,'existing paid',,685.0,38.95,4<=X<7,2.0,'male mar/wid',none,3.0,car,25.0,bank,own,1.0,'unskilled resident',1.0,none,yes,good,03/1995,yes
314,California,4365.37,4.0,'existing paid','new car',1494.0,0.0,<1,1.0,'male single',none,,,29.0,none,own,1.0,'unskilled resident',2.0,,yes,good,03/1995,yes
315,California,-5992.61,36.0,'all paid',furniture/equipment,2746.0,27.23,>=7,4.0,'male single',,4.0,car,31.0,bank,own,1.0,,1.0,none,no,good,03/1995,no
316,California,-3145.9,12.0,'existing paid',furniture/equipment,708.0,0.0,,2.0,'male single',guarantor,3.0,'life insurance',38.0,,own,1.0,'unskilled resident',2.0,,no,good,03/1995,no
317,California,77.88,24.0,'existing paid',furniture/equipment,,0.0,1<=X<4,1.0,'female div/dep/mar',none,4.0,'life insurance',48.0,none,own,1.0,,1.0,yes,yes,good,03/1995,yes
318,California,0.0,12.0,,education,701.0,0.0,1<=X<4,4.0,'male single',none,2.0,car,32.0,none,own,2.0,skilled,1.0,none,yes,bad,03/1995,yes
319,Colorado,-3417.74,15.0,'delayed previously',furniture/equipment,3643.0,16.7,>=7,1.0,'female div/dep/mar',none,,'life insurance',27.0,none,own,2.0,'unskilled resident',1.0,none,yes,bad,03/1995,yes
320,Colorado,122.0,30.0,'critical/other existing credit',,4249.0,90.83,unemployed,4.0,'male mar/wid',none,2.0,car,28.0,none,,2.0,'high qualif/self emp/mgmt',1.0,none,yes,good,03/1995,yes
321,Connecticut,-4562.14,24.0,'existing paid',radio/tv,1938.0,17.04,<1,4.0,'male div/sep',none,3.0,'life insurance',32.0,none,,1.0,skilled,1.0,none,yes,bad,03/1995,yes
322,District of Columbia,-3923.01,24.0,'existing paid','used car',2910.0,74.32,4<=X<7,2.0,,,1.0,'no known property',34.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,no,good,03/1995,no
323,Georgia,-7400.92,18.0,,furniture/equipment,2659.0,5806.39,1<=X<4,4.0,'male single',none,2.0,car,28.0,none,,1.0,skilled,1.0,none,yes,good,03/1995,yes
324,Georgia,0.0,18.0,'critical/other existing credit','new car',1028.0,0.0,1<=X<4,4.0,'female div/dep/mar',,3.0,'real estate',36.0,none,own,2.0,skilled,1.0,none,no,bad,03/1995,no
325,Georgia,-3324.64,8.0,'critical/other existing credit','new car',3398.0,61.33,4<=X<7,1.0,,none,4.0,'real estate',39.0,none,own,2.0,'unskilled resident',1.0,none,no,bad,03/1995,no
326,Georgia,0.0,12.0,'critical/other existing credit',furniture/equipment,,0.0,>=7,2.0,'male single',none,4.0,'life insurance',49.0,none,rent,1.0,skilled,1.0,yes,no,bad,03/1995,no
327,Georgia,0.0,24.0,'existing paid','new car',1525.0,0.0,4<=X<7,4.0,'female div/dep/mar',,3.0,car,34.0,none,own,1.0,skilled,2.0,yes,yes,good,04/1995,yes
328,Illinois,6300.38,36.0,'existing paid',radio/tv,4473.0,46.6,>=7,4.0,'male single',none,2.0,car,31.0,none,own,1.0,skilled,,none,yes,good,04/1995,yes
329,Kentucky,94.48,6.0,'existing paid',radio/tv,1068.0,73.19,>=7,4.0,'male single',none,4.0,car,28.0,none,own,1.0,skilled,2.0,none,yes,good,04/1995,yes
330,Louisiana,-8908.55,24.0,'critical/other existing credit','used car',6615.0,58.88,,2.0,'male single',none,4.0,'no known property',75.0,none,,2.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,04/1995,no
331,Louisiana,0.0,18.0,'critical/other existing credit',education,1864.0,0.0,1<=X<4,4.0,,none,2.0,'real estate',30.0,none,own,2.0,skilled,1.0,,yes,good,04/1995,yes
332,Louisiana,106.45,60.0,'existing paid','new car',7408.0,479.08,<1,4.0,,none,2.0,,24.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,none,no,good,04/1995,no
333,Louisiana,0.0,48.0,'critical/other existing credit','used car',11590.0,0.0,1<=X<4,2.0,'female div/dep/mar',none,4.0,car,24.0,bank,rent,,'unskilled resident',1.0,none,yes,good,04/1995,yes
334,Massachusetts,-596.17,24.0,'no credits/all paid',furniture/equipment,4110.0,95.01,,3.0,'male single',none,,'no known property',,bank,,2.0,skilled,2.0,none,no,bad,04/1995,no
335,Maryland,-1018.74,6.0,'critical/other existing credit',furniture/equipment,3384.0,98.78,1<=X<4,1.0,'male div/sep',none,4.0,'real estate',44.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,,yes,bad,04/1995,yes
336,Maryland,145.59,13.0,'existing paid',radio/tv,2101.0,66.57,<1,2.0,'female div/dep/mar',guarantor,4.0,'life insurance',23.0,none,own,1.0,'unskilled resident',1.0,none,yes,good,04/1995,yes
337,Michigan,-6090.13,15.0,'existing paid','domestic appliance',,0.0,1<=X<4,4.0,'female div/dep/mar',none,2.0,car,24.0,,rent,1.0,skilled,1.0,none,no,bad,04/1995,no
338,Michigan,-5498.76,24.0,'existing paid',furniture/equipment,4169.0,68.48,1<=X<4,4.0,'male single',,,'life insurance',28.0,,own,1.0,skilled,1.0,none,no,good,04/1995,no
339,Missouri,103.39,10.0,'existing paid',furniture/equipment,,93.87,1<=X<4,4.0,'male div/sep',none,2.0,car,31.0,,own,1.0,'unskilled resident',1.0,none,yes,good,04/1995,yes
340,Missouri,163.9,24.0,'critical/other existing credit',education,5743.0,45.64,<1,2.0,'female div/dep/mar',none,4.0,'no known property',,none,'for free',2.0,skilled,1.0,yes,yes,bad,04/1995,yes
341,Missouri,-6405.45,21.0,'existing paid',furniture/equipment,,59.79,4<=X<7,1.0,'female div/dep/mar',none,4.0,car,,none,rent,1.0,'unskilled resident',1.0,none,no,good,04/1995,no
342,Mississippi,193.31,18.0,'existing paid',radio/tv,3213.0,0.0,<1,1.0,'male mar/wid',none,3.0,'real estate',25.0,none,rent,1.0,skilled,,none,no,good,04/1995,no
343,Mississippi,116.75,18.0,'existing paid',,4439.0,65.84,>=7,1.0,'male single','co applicant',1.0,'real estate',33.0,bank,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,04/1995,yes
344,North Carolina,2557.93,10.0,'existing paid','new car',3949.0,0.75,<1,1.0,'male single',,,'life insurance',37.0,none,own,1.0,,2.0,none,no,good,04/1995,no
345,North Carolina,0.0,15.0,'critical/other existing credit',radio/tv,1459.0,0.0,1<=X<4,4.0,'female div/dep/mar',none,2.0,car,43.0,none,own,1.0,'unskilled resident',1.0,none,yes,good,04/1995,yes
346,North Carolina,134.6,,'critical/other existing credit',radio/tv,882.0,0.0,<1,4.0,'male single',,4.0,'real estate',23.0,none,own,2.0,skilled,,none,yes,bad,04/1995,yes
347,New Hampshire,155.32,24.0,'existing paid',radio/tv,3758.0,623.93,unemployed,1.0,'female div/dep/mar',none,,'no known property',23.0,none,rent,1.0,'unemp/unskilled non res',1.0,none,no,bad,04/1995,no
348,New Jersey,0.0,6.0,'delayed previously',business,1743.0,0.0,1<=X<4,,'male single',none,2.0,'real estate',34.0,none,,2.0,'unskilled resident',,none,yes,good,04/1995,yes
349,New Jersey,68.16,9.0,'critical/other existing credit',education,1136.0,0.0,>=7,4.0,'male single',none,3.0,,32.0,none,'for free',,,2.0,,no,good,04/1995,no
350,New Jersey,0.0,9.0,'existing paid','domestic appliance',1236.0,0.0,<1,1.0,'female div/dep/mar',none,4.0,'real estate',23.0,none,rent,1.0,skilled,1.0,yes,yes,bad,04/1995,yes
351,New Jersey,9.39,9.0,'existing paid',furniture/equipment,,83.12,1<=X<4,1.0,'female div/dep/mar',none,,,29.0,none,own,1.0,skilled,1.0,none,yes,bad,04/1995,yes
352,New Jersey,0.0,18.0,'critical/other existing credit','used car',3229.0,0.0,unemployed,2.0,'male single',none,,'no known property',38.0,none,,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,04/1995,yes
353,New Mexico,-5039.28,12.0,'no credits/all paid',radio/tv,,84.14,1<=X<4,4.0,'male single',none,2.0,,28.0,none,rent,,skilled,1.0,yes,no,good,04/1995,no
354,Nevada,0.0,10.0,'existing paid',education,727.0,0.0,>=7,4.0,'male single',none,4.0,'no known property',,none,'for free',1.0,skilled,1.0,yes,yes,good,04/1995,yes
355,Nevada,0.0,24.0,'existing paid','new car',1246.0,0.0,<1,4.0,'male single',none,2.0,'real estate',23.0,stores,own,1.0,'unskilled resident',1.0,none,yes,good,04/1995,yes
356,New York,0.0,12.0,'critical/other existing credit',radio/tv,2331.0,0.0,>=7,1.0,'male single',,4.0,'real estate',49.0,none,own,1.0,skilled,1.0,yes,no,good,05/1995,no
357,New York,0.0,36.0,'delayed previously',radio/tv,,0.0,1<=X<4,4.0,'male single',none,2.0,,,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,no,good,05/1995,no
358,New York,0.0,12.0,'existing paid',radio/tv,776.0,0.0,1<=X<4,4.0,'male mar/wid',none,2.0,'real estate',28.0,none,,1.0,skilled,1.0,none,no,bad,05/1995,no
359,New York,-4887.82,30.0,'existing paid',furniture/equipment,2406.0,32.57,,4.0,'female div/dep/mar',none,4.0,'real estate',23.0,none,,1.0,skilled,1.0,none,no,good,05/1995,no
360,New York,85.71,18.0,'existing paid',education,1239.0,0.0,1<=X<4,4.0,'male single',none,4.0,'no known property',61.0,,,1.0,skilled,1.0,,no,bad,05/1995,no
361,New York,0.0,12.0,'existing paid',radio/tv,3399.0,0.0,,2.0,'male single',none,3.0,,37.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,none,yes,good,05/1995,yes
362,Ohio,9712.82,12.0,,'new car',2247.0,5.02,1<=X<4,2.0,'female div/dep/mar',none,2.0,car,36.0,stores,own,2.0,skilled,1.0,,no,bad,05/1995,no
363,Ohio,0.0,6.0,'existing paid',furniture/equipment,1766.0,0.0,1<=X<4,,'male mar/wid',,2.0,'life insurance',21.0,none,rent,,skilled,1.0,none,yes,good,05/1995,yes
364,Ohio,-3712.31,18.0,'existing paid',furniture/equipment,2473.0,0.0,unemployed,4.0,'male single',none,,car,25.0,none,,1.0,'unemp/unskilled non res',1.0,none,yes,good,05/1995,yes
365,Ohio,0.0,12.0,,business,1542.0,0.0,4<=X<7,2.0,'male single',none,4.0,car,36.0,,own,1.0,skilled,1.0,yes,no,good,05/1995,no
366,Ohio,0.0,18.0,'critical/other existing credit','used car',3850.0,0.0,4<=X<7,3.0,'male single',none,1.0,,27.0,none,own,2.0,skilled,,none,yes,good,05/1995,yes
367,Ohio,0.0,18.0,'existing paid',furniture/equipment,3650.0,0.0,<1,1.0,'female div/dep/mar',none,4.0,car,,none,rent,1.0,skilled,1.0,none,no,good,05/1995,no
368,Pennsylvania,-1319.16,36.0,'existing paid',furniture/equipment,3446.0,35.38,>=7,4.0,'male single',,2.0,car,,none,own,,skilled,2.0,none,yes,good,05/1995,yes
369,Pennsylvania,94.62,18.0,'existing paid',furniture/equipment,3001.0,0.0,4<=X<7,,'female div/dep/mar',,4.0,'real estate',40.0,none,rent,1.0,skilled,1.0,,no,bad,05/1995,no
370,South Carolina,0.0,36.0,'existing paid','new car',3079.0,0.0,1<=X<4,4.0,'male single',none,4.0,'real estate',36.0,none,own,1.0,skilled,1.0,none,yes,good,05/1995,yes
371,South Carolina,0.0,18.0,'critical/other existing credit',radio/tv,6070.0,0.0,>=7,3.0,'male single',none,4.0,car,33.0,none,own,2.0,skilled,1.0,yes,no,bad,05/1995,no
372,South Carolina,0.0,10.0,'critical/other existing credit',furniture/equipment,2146.0,0.0,<1,,'female div/dep/mar',none,3.0,'real estate',23.0,,rent,2.0,skilled,1.0,none,no,good,05/1995,no
373,South Carolina,0.0,60.0,'critical/other existing credit','new car',13756.0,0.0,>=7,2.0,'male single',none,4.0,'no known property',63.0,bank,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,05/1995,yes
374,South Carolina,17.17,60.0,'all paid',other,14782.0,179.18,>=7,3.0,'female div/dep/mar',none,,'no known property',60.0,bank,'for free',,'high qualif/self emp/mgmt',,yes,yes,good,05/1995,yes
375,Tennessee,-1282.34,48.0,'all paid',business,7685.0,17.26,4<=X<7,2.0,'female div/dep/mar',guarantor,4.0,car,37.0,none,rent,1.0,skilled,1.0,none,no,bad,05/1995,no
376,Tennessee,0.0,18.0,'delayed previously',radio/tv,,0.0,,2.0,'male mar/wid',,3.0,'real estate',34.0,none,own,,skilled,1.0,,yes,bad,05/1995,yes
377,Texas,0.0,7.0,'delayed previously',,,0.0,,3.0,'male single',none,4.0,'no known property',36.0,none,'for free',1.0,skilled,1.0,none,yes,bad,05/1995,yes
378,Texas,40.41,36.0,'existing paid','new car',14318.0,19.21,>=7,,'male single',none,,'no known property',57.0,,'for free',1.0,'high qualif/self emp/mgmt',1.0,,yes,bad,05/1995,yes
379,Texas,0.0,6.0,'critical/other existing credit','new car',362.0,0.0,1<=X<4,4.0,'female div/dep/mar',none,4.0,car,,none,own,2.0,'unskilled resident',1.0,none,yes,good,05/1995,yes
380,Texas,-4951.09,20.0,'existing paid',furniture/equipment,2212.0,0.0,4<=X<7,4.0,'male single',none,,car,39.0,none,own,1.0,skilled,1.0,yes,no,good,05/1995,no
381,Texas,16.25,18.0,'existing paid','used car',12976.0,15.8,unemployed,,,,4.0,,38.0,none,'for free',1.0,'high qualif/self emp/mgmt',,yes,no,bad,05/1995,no
382,Texas,0.0,22.0,'existing paid',,1283.0,0.0,4<=X<7,4.0,'female div/dep/mar',none,4.0,'life insurance',25.0,none,rent,1.0,skilled,1.0,none,yes,bad,05/1995,yes
383,Texas,6548.27,12.0,'existing paid','new car',1330.0,41.97,<1,4.0,'male single',none,1.0,'real estate',26.0,none,own,1.0,skilled,1.0,none,no,good,05/1995,no
384,Texas,0.0,30.0,'delayed previously',business,4272.0,0.0,,2.0,'male single',,2.0,'life insurance',26.0,none,own,2.0,'unskilled resident',1.0,none,no,good,05/1995,no
385,Virginia,0.0,18.0,'critical/other existing credit',radio/tv,2238.0,0.0,1<=X<4,2.0,'female div/dep/mar',none,1.0,car,25.0,,own,2.0,,1.0,none,yes,good,05/1995,yes
386,Virginia,0.0,18.0,'existing paid',,1126.0,0.0,,4.0,,none,2.0,'real estate',21.0,none,rent,1.0,skilled,1.0,yes,no,bad,05/1995,no
387,Virginia,5.42,18.0,'critical/other existing credit',furniture/equipment,,35.21,,4.0,'male single',none,4.0,,40.0,stores,own,,,,yes,yes,bad,06/1995,yes
388,Wisconsin,7.52,15.0,'critical/other existing credit',business,2326.0,0.0,1<=X<4,2.0,'male single',none,4.0,car,27.0,bank,own,1.0,skilled,1.0,none,yes,bad,06/1995,yes
389,Arizona,0.0,9.0,'existing paid',business,1449.0,0.0,4<=X<7,3.0,'female div/dep/mar',none,2.0,car,27.0,none,own,2.0,skilled,1.0,none,no,good,06/1995,no
390,California,0.0,18.0,'existing paid','new car',1820.0,0.0,1<=X<4,2.0,'male mar/wid',none,,,30.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,no,good,06/1995,no
391,California,94.64,12.0,'existing paid',furniture/equipment,983.0,7709.45,<1,1.0,,none,4.0,'real estate',19.0,none,rent,1.0,'unskilled resident',1.0,,yes,bad,06/1995,yes
392,California,-4316.81,36.0,'existing paid','new car',3249.0,58.43,4<=X<7,2.0,'male single',none,4.0,'no known property',39.0,bank,'for free',1.0,'high qualif/self emp/mgmt',2.0,yes,yes,good,06/1995,yes
393,California,-9454.08,6.0,'critical/other existing credit',radio/tv,1957.0,33.62,4<=X<7,1.0,'female div/dep/mar',none,4.0,car,31.0,,own,1.0,skilled,1.0,none,yes,bad,06/1995,yes
394,California,0.0,9.0,'critical/other existing credit',furniture/equipment,2406.0,0.0,unemployed,2.0,'male single',none,3.0,car,31.0,none,own,,'high qualif/self emp/mgmt',1.0,none,yes,good,06/1995,yes
395,California,83.64,39.0,'delayed previously',education,11760.0,450.89,4<=X<7,2.0,,none,3.0,'no known property',32.0,none,rent,1.0,skilled,1.0,,yes,good,06/1995,yes
396,California,-6338.95,12.0,'existing paid',furniture/equipment,2578.0,83.42,unemployed,3.0,'female div/dep/mar',none,4.0,'no known property',55.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,,yes,good,06/1995,yes
397,California,-6143.29,36.0,'critical/other existing credit',furniture/equipment,2348.0,28.22,1<=X<4,3.0,'male mar/wid',,,'life insurance',46.0,none,own,2.0,skilled,,yes,no,good,06/1995,no
398,California,115.65,12.0,'existing paid','new car',1223.0,29.79,>=7,1.0,'male div/sep',none,1.0,'real estate',46.0,,rent,2.0,skilled,1.0,none,yes,bad,06/1995,yes
399,District of Columbia,0.0,,'critical/other existing credit',radio/tv,1516.0,0.0,1<=X<4,,'female div/dep/mar',none,1.0,'real estate',43.0,none,own,2.0,'unskilled resident',1.0,none,no,good,06/1995,no
400,Georgia,0.0,18.0,'existing paid',radio/tv,1473.0,0.0,<1,3.0,'male mar/wid',,4.0,'real estate',39.0,none,own,1.0,,1.0,,yes,good,06/1995,yes
401,Georgia,22.83,18.0,'critical/other existing credit',business,,0.0,1<=X<4,,'male mar/wid',none,4.0,'real estate',28.0,,own,2.0,skilled,1.0,none,no,good,06/1995,no
402,Georgia,0.0,,'delayed previously',business,8648.0,0.0,<1,2.0,'male single',none,,car,,,,2.0,,1.0,yes,no,good,06/1995,no
403,Georgia,0.0,14.0,'delayed previously','new car',802.0,0.0,,4.0,'male single',none,2.0,car,27.0,none,own,2.0,'unskilled resident',1.0,,yes,good,06/1995,yes
404,Georgia,195.71,18.0,'delayed previously','new car',2899.0,0.0,,4.0,'male single',none,4.0,car,43.0,none,own,1.0,skilled,2.0,none,yes,good,06/1995,yes
405,Illinois,195.91,24.0,,radio/tv,2039.0,0.0,,1.0,'male mar/wid',none,1.0,'life insurance',22.0,none,own,1.0,skilled,1.0,yes,no,good,06/1995,no
406,Indiana,0.0,,'critical/other existing credit','used car',2197.0,0.0,4<=X<7,4.0,,none,4.0,car,43.0,,own,2.0,skilled,2.0,yes,no,bad,06/1995,no
407,Kentucky,-2070.55,15.0,'existing paid',radio/tv,,76.64,<1,4.0,'male mar/wid',none,,'real estate',27.0,,own,1.0,,1.0,none,no,good,06/1995,no
408,Louisiana,0.0,24.0,'existing paid',radio/tv,3235.0,0.0,>=7,3.0,'male div/sep',none,2.0,car,26.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,06/1995,no
409,Louisiana,5427.63,12.0,'critical/other existing credit','new car',939.0,671.95,4<=X<7,4.0,'male mar/wid',none,2.0,,28.0,none,own,3.0,skilled,1.0,yes,yes,bad,06/1995,yes
410,Massachusetts,192.07,24.0,'existing paid',radio/tv,1967.0,37.69,>=7,4.0,'female div/dep/mar',none,4.0,,20.0,,own,1.0,skilled,1.0,,yes,good,06/1995,yes
411,Maryland,0.0,33.0,'critical/other existing credit','used car',7253.0,0.0,4<=X<7,3.0,'male single',none,2.0,car,,,own,2.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,06/1995,no
412,Michigan,0.0,12.0,'critical/other existing credit',business,2292.0,0.0,unemployed,4.0,'male single',none,2.0,car,42.0,stores,own,2.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,06/1995,no
413,Missouri,0.0,,'existing paid','new car',1597.0,0.0,1<=X<4,3.0,'male single',none,2.0,'no known property',40.0,none,,1.0,,2.0,none,yes,bad,06/1995,yes
414,Missouri,-5613.36,24.0,,'new car',1381.0,0.0,,4.0,'female div/dep/mar',,2.0,'life insurance',35.0,none,own,1.0,skilled,1.0,none,no,good,06/1995,no
415,Mississippi,0.0,36.0,'critical/other existing credit','used car',,0.0,>=7,2.0,'male single',none,2.0,'life insurance',35.0,none,own,2.0,skilled,2.0,yes,no,bad,06/1995,no
416,North Carolina,-1850.94,12.0,'existing paid','new car',2579.0,37.56,<1,4.0,'male single',none,1.0,'real estate',33.0,,own,1.0,'unskilled resident',2.0,none,no,bad,06/1995,no
417,New Jersey,-4803.59,18.0,'delayed previously',education,8471.0,0.0,,1.0,'female div/dep/mar',,2.0,car,23.0,none,rent,2.0,skilled,1.0,,yes,bad,07/1995,yes
418,New Jersey,0.0,21.0,'existing paid','new car',2782.0,0.0,4<=X<7,1.0,'female div/dep/mar',none,2.0,car,31.0,bank,own,1.0,'high qualif/self emp/mgmt',,none,no,good,07/1995,no
419,New Jersey,75.95,18.0,'existing paid','new car',1042.0,0.0,1<=X<4,4.0,'female div/dep/mar',none,,'life insurance',33.0,,own,1.0,skilled,1.0,none,no,good,07/1995,no
420,New Jersey,0.0,15.0,'existing paid','new car',3186.0,0.0,,2.0,'female div/dep/mar',none,3.0,car,20.0,none,rent,1.0,skilled,1.0,none,yes,good,07/1995,yes
421,Nevada,141.44,12.0,'existing paid','used car',2028.0,0.0,1<=X<4,4.0,'male single',none,2.0,car,,,own,1.0,skilled,1.0,none,yes,good,07/1995,yes
422,New York,24.74,12.0,'critical/other existing credit','new car',,7.07,4<=X<7,2.0,'male single',none,3.0,'real estate',47.0,none,own,2.0,,2.0,none,no,good,07/1995,no
423,New York,0.0,,'delayed previously',furniture/equipment,1591.0,0.0,4<=X<7,4.0,'male single',none,3.0,'real estate',34.0,none,own,2.0,'high qualif/self emp/mgmt',1.0,none,no,good,07/1995,no
424,Ohio,30.0,12.0,'existing paid',furniture/equipment,2762.0,0.0,,1.0,'female div/dep/mar',none,2.0,'life insurance',25.0,bank,own,1.0,skilled,1.0,yes,yes,bad,07/1995,yes
425,Ohio,183.33,18.0,'existing paid','used car',2779.0,87.39,1<=X<4,1.0,,none,3.0,car,21.0,,rent,1.0,skilled,1.0,,yes,good,07/1995,yes
426,Oregon,0.0,28.0,'critical/other existing credit',radio/tv,2743.0,0.0,>=7,4.0,'male single',none,2.0,car,29.0,none,,2.0,skilled,1.0,none,yes,good,07/1995,yes
427,Pennsylvania,0.0,18.0,,radio/tv,1149.0,0.0,,4.0,'male single',none,3.0,'real estate',46.0,,own,2.0,skilled,1.0,none,no,bad,07/1995,no
428,Pennsylvania,0.0,9.0,'existing paid',,1313.0,0.0,>=7,1.0,'male single',none,4.0,car,20.0,none,own,1.0,,1.0,none,yes,bad,07/1995,yes
429,South Carolina,-3788.1,18.0,'critical/other existing credit',repairs,1190.0,13.37,unemployed,2.0,'female div/dep/mar',none,4.0,,55.0,none,'for free',3.0,'unemp/unskilled non res',2.0,none,yes,good,07/1995,yes
430,South Carolina,0.0,5.0,'existing paid',,,0.0,4<=X<7,1.0,'male single',none,,'real estate',74.0,none,own,1.0,'unskilled resident',1.0,none,no,bad,07/1995,no
431,Tennessee,168.65,24.0,'existing paid',other,11328.0,56.29,1<=X<4,2.0,'male single','co applicant',3.0,car,29.0,bank,own,2.0,'high qualif/self emp/mgmt',1.0,yes,no,good,07/1995,no
432,Tennessee,-2941.81,6.0,'critical/other existing credit',furniture/equipment,1872.0,47.8,unemployed,4.0,'male single',none,4.0,'no known property',36.0,none,'for free',3.0,'high qualif/self emp/mgmt',,yes,no,good,07/1995,no
433,Texas,0.0,24.0,'critical/other existing credit',repairs,2058.0,0.0,1<=X<4,4.0,'male div/sep',,2.0,'real estate',33.0,none,own,2.0,skilled,1.0,yes,no,good,07/1995,no
434,Texas,-9463.67,9.0,'existing paid',furniture/equipment,2136.0,0.0,1<=X<4,3.0,'male single',,2.0,'real estate',25.0,none,own,1.0,skilled,1.0,none,no,good,07/1995,no
