location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
"St. Louis, MO",Missouri,0.5065834960220637,0.0,'critical/other existing credit',radio/tv,0.06894464619786508,0.0,4<=X<7,0.3333333333333333,'male single',none,,'real estate',0.4107142857142857,none,own,0.3333333333333333,,1.0,none,no,good,10/1995,no
"Essex, NJ",New Jersey,0.0037592399832764617,0.47058823529411764,'existing paid',radio/tv,0.11290855067679102,0.0011378693235592724,1<=X<4,1.0,'male div/sep',none,1.0,car,,none,rent,0.0,skilled,0.0,none,no,bad,10/1995,no
"Clark, NV",Nevada,0.44817455878460716,0.029411764705882353,'existing paid','new car',0.022669747991636402,0.0035233080377884466,<1,0.6666666666666666,'male single',none,1.0,'real estate',0.39285714285714285,none,own,0.0,,1.0,yes,yes,good,10/1995,yes
"New York, NY",New York,0.5074567573100708,0.47058823529411764,'existing paid',education,0.11131286453174866,0.0006958425825546779,4<=X<7,0.6666666666666666,'male single',none,0.0,,0.23214285714285715,none,own,0.3333333333333333,skilled,1.0,none,no,good,10/1995,no
"Philadelphia, PA",Pennsylvania,0.5115416287567635,0.16176470588235295,'existing paid','new car',0.13101133487399583,0.0197470875707673,,0.3333333333333333,'female div/dep/mar',none,,car,0.16071428571428573,none,rent,0.3333333333333333,skilled,0.0,yes,yes,bad,10/1995,yes
"Shelby, TN",Tennessee,0.5065834960220637,0.11764705882352941,'delayed previously','used car',0.06894464619786508,0.0,1<=X<4,1.0,'male mar/wid',none,1.0,'real estate',0.39285714285714285,none,rent,0.0,skilled,0.0,none,yes,good,10/1995,yes
"Dallas, TX",Texas,0.5065834960220637,0.29411764705882354,'existing paid',radio/tv,0.05838010344448113,0.0,4<=X<7,1.0,'male mar/wid',none,0.6666666666666666,'life insurance',0.125,none,own,0.0,skilled,0.0,yes,yes,good,10/1995,yes
"Harris, TX",Texas,0.5065834960220637,0.29411764705882354,'existing paid',radio/tv,0.15709254979641246,0.0,<1,1.0,'male single',none,0.3333333333333333,car,0.10714285714285714,none,own,0.3333333333333333,skilled,0.0,none,no,bad,10/1995,no
"Bexar, TX",Texas,0.8165394367134489,0.25,'critical/other existing credit',education,0.11384395289974689,0.00015809715554178927,<1,0.3333333333333333,'male div/sep',none,0.0,,0.25,none,rent,0.0,skilled,0.0,none,no,bad,10/1995,no
"Bexar, TX",Texas,0.5007597220804041,0.029411764705882353,'existing paid','new car',0.061846594035435236,0.0,unemployed,,'female div/dep/mar',none,,'life insurance',1.0,,own,0.0,'high qualif/self emp/mgmt',0.0,,no,bad,10/1995,no
"Los Angeles, CA",California,0.5129731879828274,0.20588235294117646,'critical/other existing credit',furniture/equipment,0.18498954550456698,0.00304363911689295,>=7,0.6666666666666666,'female div/dep/mar',none,1.0,'life insurance',,none,,0.0,skilled,0.0,yes,yes,good,10/1995,yes
"San Francisco, CA",California,0.06011939142984727,0.6470588235294118,,'new car',0.4133927588863211,0.0033243422297936777,>=7,1.0,'male single',none,1.0,'no known property',0.4107142857142857,bank,'for free',0.0,'high qualif/self emp/mgmt',0.0,none,yes,bad,10/1995,yes
"Fulton, GA",Georgia,0.6464927560969538,0.20588235294117646,'existing paid',furniture/equipment,0.15401122482667548,0.003332946156625884,<1,0.0,'female div/dep/mar',none,0.0,'life insurance',0.4642857142857143,stores,own,0.0,'unskilled resident',0.0,none,yes,bad,10/1995,yes
"Cook, IL",Illinois,0.5135533301532195,0.11764705882352941,'existing paid',radio/tv,0.0706503796632552,0.0005366699361588629,<1,0.0,'male mar/wid',none,0.0,'real estate',0.07142857142857142,none,rent,,skilled,0.0,none,no,good,11/1995,no
"Marion, IN",Indiana,0.5065834960220637,0.29411764705882354,'delayed previously','new car',0.09805216242984484,0.0,>=7,1.0,'male single',none,1.0,'no known property',0.7321428571428571,none,'for free',0.3333333333333333,,0.0,yes,no,good,11/1995,no
"Orleans, LA",Louisiana,0.3030191269114338,0.38235294117647056,'existing paid',furniture/equipment,0.33564432706063607,0.0,>=7,1.0,'male single',none,1.0,'life insurance',0.21428571428571427,none,own,0.0,skilled,0.0,none,no,good,11/1995,no
"Baltimore city, MD",Maryland,0.9816218885304062,0.20588235294117646,'existing paid',furniture/equipment,0.14383184769450863,0.001975676698845353,1<=X<4,0.3333333333333333,'male single',none,0.0,,0.26785714285714285,none,own,0.0,'unskilled resident',1.0,none,no,bad,11/1995,no
"Wayne, MI",Michigan,0.5065834960220637,0.11764705882352941,'critical/other existing credit','new car',0.05529877847474414,0.0,>=7,1.0,'male single',none,1.0,'real estate',0.75,none,own,0.3333333333333333,'unskilled resident',0.0,,no,bad,11/1995,no
"Kansas City, MO",Missouri,0.47388572824860564,0.29411764705882354,'delayed previously','new car',0.059590623968306375,0.002927486104658166,unemployed,1.0,'male single',none,0.3333333333333333,'real estate',0.42857142857142855,none,'for free',0.3333333333333333,skilled,1.0,none,yes,good,11/1995,yes
"Essex, NJ",New Jersey,0.5065834960220637,,'critical/other existing credit','new car',0.09750192582810609,0.0,1<=X<4,1.0,'female div/dep/mar',none,1.0,car,0.32142857142857145,none,own,0.0,skilled,0.0,yes,yes,bad,11/1995,yes
"Clark, NV",Nevada,0.5065834960220637,0.29411764705882354,'existing paid',radio/tv,0.07164080554638494,0.0,4<=X<7,,'male single',,0.0,car,0.23214285714285715,bank,own,0.0,skilled,1.0,none,no,bad,11/1995,no
"New York, NY",New York,0.5065834960220637,0.11764705882352941,'all paid',radio/tv,0.020688896225376913,0.0,1<=X<4,1.0,'female div/dep/mar',none,,'real estate',0.08928571428571429,bank,own,0.0,'unskilled resident',0.0,none,yes,bad,11/1995,yes
"Philadelphia, PA",Pennsylvania,0.5065834960220637,0.6470588235294118,'critical/other existing credit','used car',0.473643666776714,0.0,4<=X<7,0.3333333333333333,'male single',none,0.0,'no known property',0.2857142857142857,none,'for free',0.3333333333333333,,0.0,yes,no,good,11/1995,no
"Dallas, TX",Texas,0.5065834960220637,0.11764705882352941,'critical/other existing credit',,0.041047650489710576,0.0,4<=X<7,1.0,'female div/dep/mar',none,1.0,'real estate',0.07142857142857142,none,,0.3333333333333333,skilled,0.0,none,no,good,11/1995,no
"Harris, TX",Texas,0.5065834960220637,0.029411764705882353,'all paid',radio/tv,0.08253549026081215,0.0,>=7,0.3333333333333333,'male single',none,1.0,'life insurance',0.4642857142857143,bank,own,0.0,'unskilled resident',1.0,none,yes,good,11/1995,yes
"Bexar, TX",Texas,0.0896649856767877,0.6470588235294118,'existing paid',radio/tv,,0.003911560236091752,4<=X<7,0.0,'male mar/wid',guarantor,0.0,'real estate',,none,own,0.3333333333333333,skilled,0.0,yes,yes,bad,11/1995,yes
"Los Angeles, CA",California,0.5161096133418475,0.11764705882352941,'critical/other existing credit',,0.09601628700341147,0.023063901364582796,<1,1.0,'male single',none,0.0,car,0.14285714285714285,,own,0.0,skilled,0.0,none,yes,good,11/1995,yes
"San Francisco, CA",California,0.511871832268808,0.07352941176470588,'existing paid',education,0.05221745350500715,0.009784815789926522,4<=X<7,1.0,'female div/dep/mar',none,1.0,'life insurance',0.8571428571428571,none,own,0.3333333333333333,'high qualif/self emp/mgmt',0.0,yes,yes,bad,11/1995,yes
"Cook, IL",Illinois,0.5082096213175323,0.11764705882352941,,radio/tv,0.059480576647958625,0.00041621496050797587,<1,0.3333333333333333,'male single',none,0.0,car,0.05357142857142857,stores,own,0.0,skilled,0.0,none,yes,bad,11/1995,yes
"Marion, IN",Indiana,0.5068354667020237,0.20588235294117646,'no credits/all paid','new car',0.11158798283261803,0.02640222497547881,,0.6666666666666666,'female div/dep/mar',none,0.6666666666666666,car,0.16071428571428573,none,own,0.3333333333333333,skilled,0.0,none,yes,good,11/1995,yes
"Orleans, LA",Louisiana,0.5065834960220637,0.25,'no credits/all paid','new car',,0.0,1<=X<4,0.0,'female div/dep/mar',none,1.0,'life insurance',0.17857142857142858,bank,own,0.3333333333333333,skilled,0.0,,no,good,11/1995,no
"Baltimore city, MD",Maryland,0.11525118581161227,0.29411764705882354,'all paid',furniture/equipment,0.18168812589413447,0.0036857071567463393,4<=X<7,0.6666666666666666,'male single',none,1.0,,0.14285714285714285,bank,own,0.0,skilled,0.0,none,yes,good,11/1995,yes
"Wayne, MI",Michigan,0.5142147531881148,0.20588235294117646,'critical/other existing credit',furniture/equipment,0.09232970177176186,0.010603264329840139,<1,,'male single',none,,'real estate',0.21428571428571427,none,own,0.3333333333333333,'unskilled resident',0.0,none,no,good,11/1995,no
"Kansas City, MO",Missouri,0.19592549186353145,0.29411764705882354,,'used car',0.14933421371189612,0.0,>=7,1.0,'male single',none,,'no known property',0.5357142857142857,bank,'for free',0.0,skilled,1.0,yes,yes,good,11/1995,yes
"Essex, NJ",New Jersey,0.47784969440934966,0.29411764705882354,,,0.0713106635853417,0.0037072169738268544,4<=X<7,1.0,'male single',guarantor,1.0,car,0.08928571428571429,bank,rent,0.0,,0.0,none,yes,good,11/1995,yes
"Clark, NV",Nevada,0.6165773339165236,0.029411764705882353,'delayed previously',radio/tv,0.023825244855287774,0.008268373685750176,<1,0.3333333333333333,'female div/dep/mar',none,0.0,'life insurance',0.17857142857142858,bank,own,0.0,skilled,0.0,none,no,good,11/1995,no
"New York, NY",New York,0.5074384691155575,0.47058823529411764,'existing paid','new car',0.6679322108506658,0.0,1<=X<4,0.0,'male single',none,1.0,'no known property',0.32142857142857145,none,'for free',0.0,skilled,0.0,yes,no,bad,11/1995,no
"Philadelphia, PA",Pennsylvania,0.5089010166712133,,'delayed previously',business,0.24551557169582922,0.0,1<=X<4,1.0,'male single',,0.3333333333333333,'life insurance',0.32142857142857145,,own,0.3333333333333333,'high qualif/self emp/mgmt',0.0,yes,no,good,11/1995,no
"Dallas, TX",Texas,0.5119226328091225,0.29411764705882354,'delayed previously',radio/tv,0.07169582920655881,0.04595034673825134,4<=X<7,0.6666666666666666,'female div/dep/mar',none,0.3333333333333333,'life insurance',0.07142857142857142,none,rent,0.3333333333333333,skilled,0.0,yes,yes,good,11/1995,yes
"Harris, TX",Texas,0.2661968632698377,0.11764705882352941,'existing paid','new car',0.061736546715087486,0.007914537194775697,,0.3333333333333333,'male div/sep',,,,0.30357142857142855,none,own,0.0,skilled,0.0,none,no,good,11/1995,no
"Bexar, TX",Texas,0.5065834960220637,0.29411764705882354,'critical/other existing credit',radio/tv,,0.0,>=7,0.3333333333333333,'male single',none,0.3333333333333333,car,0.26785714285714285,none,own,0.0,skilled,0.0,none,no,good,11/1995,no
"Los Angeles, CA",California,0.513785488622457,0.6470588235294118,'existing paid',,0.205183228788379,0.0,4<=X<7,1.0,'male single',,0.0,car,0.39285714285714285,none,own,0.3333333333333333,skilled,1.0,yes,yes,good,11/1995,yes
"Cook, IL",Illinois,0.07452439264144013,0.6470588235294118,'existing paid',radio/tv,0.358093980411577,0.00856305817975324,1<=X<4,0.6666666666666666,'female div/dep/mar',none,0.3333333333333333,car,0.21428571428571427,none,own,0.0,skilled,0.0,yes,no,good,11/1995,no
"Baltimore city, MD",Maryland,0.4519007784166792,,'existing paid',furniture/equipment,0.1641906019588423,0.003498571748145854,,1.0,,,1.0,'real estate',0.07142857142857142,none,rent,0.0,'unskilled resident',0.0,yes,no,good,12/1995,no
"Wayne, MI",Michigan,0.5065834960220637,0.38235294117647056,,radio/tv,0.3138549576317817,0.0,4<=X<7,,'male single','co applicant',0.3333333333333333,car,0.3392857142857143,none,own,0.0,skilled,0.0,,yes,good,12/1995,yes
"St. Louis, MO",Missouri,0.5065834960220637,,'existing paid','used car',0.2851876306811929,0.0,unemployed,0.3333333333333333,'female div/dep/mar',none,,'life insurance',0.125,none,rent,0.0,'high qualif/self emp/mgmt',0.0,yes,no,good,12/1995,no
"Clark, NV",Nevada,0.11040278224399194,,'existing paid',,0.03059315505667437,0.006036730163646689,1<=X<4,1.0,'female div/dep/mar',none,1.0,'life insurance',,none,,0.0,,0.0,none,no,good,12/1995,no
"New York, NY",New York,0.5083544028574288,0.07352941176470588,'existing paid',radio/tv,0.045779685264663805,0.008101672603376181,>=7,1.0,'male single',none,1.0,,,none,own,0.3333333333333333,'unskilled resident',0.0,none,no,bad,12/1995,no
"Philadelphia, PA",Pennsylvania,0.5065834960220637,0.16176470588235295,'critical/other existing credit',furniture/equipment,0.13965004952129415,0.0,4<=X<7,0.3333333333333333,'female div/dep/mar','co applicant',0.6666666666666666,,0.08928571428571429,bank,own,0.3333333333333333,skilled,0.0,none,yes,good,12/1995,yes
"Dallas, TX",Texas,0.5155853517658013,0.11764705882352941,'existing paid',radio/tv,0.14746340926598436,0.009178238948255984,4<=X<7,0.3333333333333333,'female div/dep/mar',none,0.0,'real estate',0.14285714285714285,none,own,0.0,skilled,0.0,none,no,bad,12/1995,no
"Harris, TX",Texas,0.5065834960220637,0.29411764705882354,'critical/other existing credit',education,0.09227467811158799,0.0,1<=X<4,0.6666666666666666,'female div/dep/mar',none,0.3333333333333333,car,0.25,none,,0.3333333333333333,skilled,0.0,yes,yes,good,12/1995,yes
"Bexar, TX",Texas,0.5166897555122396,0.47058823529411764,'critical/other existing credit','new car',0.14141080664685815,0.002091829711080137,<1,,'male div/sep',none,,,0.14285714285714285,none,own,0.3333333333333333,skilled,0.0,none,yes,good,12/1995,yes
"Los Angeles, CA",California,0.5065834960220637,0.29411764705882354,'existing paid',,0.03780125453945196,0.0,<1,1.0,'male mar/wid',none,,car,,none,own,0.3333333333333333,'unskilled resident',,none,no,bad,12/1995,no
"Cook, IL",Illinois,0.5073770004617769,,'critical/other existing credit','new car',0.044349070100143065,0.0015917264639581507,>=7,0.6666666666666666,'male single',guarantor,0.6666666666666666,'real estate',0.19642857142857142,bank,own,0.3333333333333333,skilled,0.0,,yes,good,12/1995,yes
"Baltimore city, MD",Maryland,0.5071483980303615,0.11764705882352941,'critical/other existing credit','new car',0.1581379993397161,0.005664610328153769,,0.0,'male single',none,0.6666666666666666,'real estate',0.5357142857142857,bank,own,0.3333333333333333,,1.0,none,no,bad,12/1995,no
"Wayne, MI",Michigan,0.5065834960220637,0.07352941176470588,'existing paid',furniture/equipment,0.06261692527786948,0.0,1<=X<4,1.0,'female div/dep/mar',none,0.3333333333333333,'real estate',0.125,none,rent,0.0,skilled,,none,yes,good,12/1995,yes
"St. Louis, MO",Missouri,0.5146140454349872,0.47058823529411764,'existing paid',repairs,0.11742049081104874,0.006450794142446612,<1,1.0,'male single',none,0.0,'no known property',0.25,none,rent,0.0,'unskilled resident',0.0,none,no,good,12/1995,no
"Clark, NV",Nevada,0.5065834960220637,0.11764705882352941,'existing paid','new car',0.10360955210740619,0.0,>=7,1.0,'female div/dep/mar',none,1.0,'no known property',0.5892857142857143,none,'for free',0.0,'high qualif/self emp/mgmt',0.0,yes,no,bad,12/1995,no
"New York, NY",New York,0.11741122478578682,0.20588235294117646,'existing paid',furniture/equipment,0.09843732805106195,0.007176750468914013,1<=X<4,0.0,'female div/dep/mar',none,1.0,,0.017857142857142856,bank,rent,0.0,skilled,0.0,none,yes,bad,12/1995,yes
"Philadelphia, PA",Pennsylvania,0.39940299205022345,0.07352941176470588,'critical/other existing credit','new car',0.14025530978320677,0.0056764407275480535,1<=X<4,0.3333333333333333,'male single',none,0.3333333333333333,'real estate',0.30357142857142855,none,rent,0.3333333333333333,skilled,1.0,none,yes,good,12/1995,yes
"Harris, TX",Texas,0.07510504281723542,0.11764705882352941,'existing paid',furniture/equipment,0.05716958292065588,0.003564176690241426,1<=X<4,1.0,'male single',,0.0,'life insurance',0.03571428571428571,none,own,0.0,'unskilled resident',0.0,none,no,bad,12/1995,no
"Bexar, TX",Texas,0.2820948923612751,,'existing paid','domestic appliance',0.0532078793881369,0.0,1<=X<4,1.0,'male mar/wid',none,,'real estate',0.5,none,own,0.0,'unskilled resident',0.0,yes,no,bad,12/1995,no
"Los Angeles, CA",California,0.12300741230683729,0.11764705882352941,'critical/other existing credit',furniture/equipment,0.10982722570705403,0.0002882315488789084,>=7,,'male single',none,0.6666666666666666,'life insurance',0.7321428571428571,none,own,0.3333333333333333,skilled,0.0,none,yes,good,12/1995,yes
"Cook, IL",Illinois,0.1084134330852743,0.11764705882352941,'critical/other existing credit',radio/tv,,0.00782204498132948,4<=X<7,1.0,'female div/dep/mar',none,0.6666666666666666,'real estate',0.6964285714285714,none,own,1.0,'unskilled resident',0.0,yes,no,bad,12/1995,no
"Wayne, MI",Michigan,0.5077955969139688,,'delayed previously','new car',0.09436557719819523,0.0,1<=X<4,1.0,,none,1.0,car,,none,,0.3333333333333333,skilled,0.0,yes,no,good,12/1995,no
"St. Louis, MO",Missouri,0.5065834960220637,0.25,'existing paid',business,,0.0,>=7,1.0,'female div/dep/mar',none,1.0,'real estate',0.30357142857142855,bank,own,0.0,'unskilled resident',0.0,,no,good,12/1995,no
"New York, NY",New York,0.5091997238482628,0.29411764705882354,'existing paid','new car',0.1357983933091229,0.006888518920035103,1<=X<4,0.6666666666666666,'female div/dep/mar',none,1.0,'life insurance',0.017857142857142856,none,,,'unskilled resident',0.0,yes,yes,bad,12/1995,yes
"Philadelphia, PA",Pennsylvania,0.1776753977555305,0.29411764705882354,'all paid',other,0.06096621547265324,0.0,>=7,,'male single',none,0.6666666666666666,car,0.375,stores,own,0.0,'high qualif/self emp/mgmt',0.0,yes,yes,good,12/1995,yes
"Harris, TX",Texas,0.5135777144125705,0.029411764705882353,,'new car',0.03747111257840872,0.03490828213996868,<1,0.0,'female div/dep/mar',none,0.0,'life insurance',0.23214285714285715,stores,own,0.0,,0.0,none,yes,good,12/1995,yes
"Los Angeles, CA",California,0.10992373314882575,0.29411764705882354,'existing paid','new car',0.06558820292725873,0.0027403506960576806,,1.0,'female div/dep/mar',none,,car,0.07142857142857142,none,rent,0.3333333333333333,skilled,0.0,none,yes,good,12/1995,yes
"Cook, IL",Illinois,0.5116732021561782,0.29411764705882354,'no credits/all paid',business,0.21959942775393418,0.0014551391254968768,1<=X<4,0.0,'male single',none,1.0,'real estate',0.30357142857142855,none,own,0.6666666666666666,'unskilled resident',0.0,yes,no,good,12/1995,no
"Baltimore city, MD",Maryland,0.5065834960220637,0.20588235294117646,'critical/other existing credit','new car',,0.0,4<=X<7,0.3333333333333333,'male single',none,0.3333333333333333,'life insurance',0.21428571428571427,bank,own,0.3333333333333333,,0.0,none,no,bad,12/1995,no
"Wayne, MI",Michigan,0.5065834960220637,0.29411764705882354,'delayed previously',business,0.19880048420820953,0.0,1<=X<4,0.0,'male single',none,,'no known property',0.23214285714285715,none,'for free',0.0,,0.0,,no,bad,12/1995,no
"Jefferson City, MO",Missouri,0.5137550082982683,0.04411764705882353,'existing paid',,0.11439418950148564,0.00824471288696161,<1,0.0,'female div/dep/mar',guarantor,0.0,'real estate',0.4642857142857143,none,,0.0,skilled,0.0,none,yes,good,12/1995,yes
"New York, NY",New York,0.5090290340328059,0.07352941176470588,'existing paid',,0.03675580499614834,0.00913844578665703,,1.0,'female div/dep/mar',none,,'life insurance',,none,own,0.0,skilled,,none,no,bad,01/1996,no
"Philadelphia, PA",Pennsylvania,0.507111821641335,0.29411764705882354,'all paid',education,0.08732254869593925,0.005799046684906992,4<=X<7,1.0,'female div/dep/mar',none,1.0,'no known property',0.26785714285714285,bank,'for free',0.0,'unskilled resident',0.0,none,yes,good,01/1996,yes
"Harris, TX",Texas,0.5065834960220637,0.47058823529411764,'existing paid',furniture/equipment,0.1705183228788379,0.0,1<=X<4,1.0,'female div/dep/mar',none,0.3333333333333333,car,0.16071428571428573,none,,0.0,'high qualif/self emp/mgmt',0.0,yes,yes,good,01/1996,yes
"Los Angeles, CA",California,0.5975078270932489,0.08823529411764706,'existing paid',furniture/equipment,0.056399251678221636,0.006310980331423262,<1,1.0,,none,0.3333333333333333,'life insurance',0.07142857142857142,none,own,0.0,,0.0,none,yes,good,01/1996,yes
"Cook, IL",Illinois,0.26457022996896595,0.29411764705882354,'all paid',furniture/equipment,,0.08355165797670057,1<=X<4,,'male single',none,1.0,'real estate',0.05357142857142857,stores,own,0.0,skilled,0.0,yes,yes,good,01/1996,yes
"Wayne, MI",Michigan,0.5065834960220637,0.29411764705882354,'critical/other existing credit',business,0.2352811709034885,0.0,1<=X<4,0.6666666666666666,'male single',,0.3333333333333333,'real estate',0.9821428571428571,none,own,0.0,,0.0,yes,yes,good,01/1996,yes
"St. Louis, MO",Missouri,0.5151571032109498,0.47058823529411764,'existing paid',,0.1332122812809508,0.0,,1.0,'female div/dep/mar',,1.0,'no known property',0.5535714285714286,,'for free',0.0,skilled,0.0,,yes,good,01/1996,yes
"New York, NY",New York,0.5065834960220637,,'existing paid',radio/tv,,0.0,<1,1.0,'male single',none,0.0,'real estate',0.25,none,own,0.0,skilled,0.0,none,no,bad,01/1996,no
"Philadelphia, PA",Pennsylvania,0.5065834960220637,0.16176470588235295,'existing paid','used car',0.0577748431825685,0.0,>=7,1.0,'male single',none,1.0,'no known property',0.4642857142857143,bank,'for free',0.0,skilled,1.0,none,no,good,01/1996,no
"Harris, TX",Texas,0.16251753253647605,0.11764705882352941,'existing paid','domestic appliance',0.02701661714537251,0.030177197873109286,unemployed,,'female div/dep/mar',none,0.6666666666666666,'life insurance',0.05357142857142857,none,,0.0,skilled,0.0,none,no,good,01/1996,no
"Harris, TX",Texas,0.6694530763029195,,'existing paid','new car',0.05447342357213602,0.02063006556192246,,0.0,'female div/dep/mar',none,1.0,'no known property',,,'for free',0.0,'unskilled resident',1.0,none,yes,good,01/1996,yes
"Los Angeles, CA",California,0.45369048145196067,0.25,'existing paid',radio/tv,0.1709585121602289,0.9280894550272746,<1,1.0,'female div/dep/mar',none,0.3333333333333333,car,0.17857142857142858,bank,,0.0,skilled,0.0,none,yes,good,01/1996,yes
"Cook, IL",Illinois,0.3676018538133171,0.29411764705882354,'all paid','used car',0.18609001870804445,0.0062647342247001536,1<=X<4,0.0,'female div/dep/mar',guarantor,1.0,car,0.05357142857142857,bank,rent,0.0,,0.0,none,no,good,01/1996,no
"St. Joseph, IN",Indiana,0.5065834960220637,0.20588235294117646,'delayed previously',furniture/equipment,0.08572686255089688,0.0,4<=X<7,1.0,'female div/dep/mar',none,0.0,'real estate',,none,own,0.0,skilled,0.0,none,yes,bad,01/1996,yes
"Prince George's, MD",Maryland,0.5137712644711688,0.6470588235294118,'no credits/all paid',business,0.6577528337184989,0.0,1<=X<4,0.3333333333333333,'male single',none,0.3333333333333333,car,0.5178571428571429,,own,0.0,'high qualif/self emp/mgmt',,,no,good,01/1996,no
"Wayne, MI",Michigan,0.5148360437961618,0.8235294117647058,'delayed previously',radio/tv,,0.0,1<=X<4,0.3333333333333333,,none,0.3333333333333333,'no known property',0.14285714285714285,none,'for free',0.0,'high qualif/self emp/mgmt',0.0,none,yes,bad,01/1996,yes
"Springfield, MO",Missouri,0.35208686079585144,0.029411764705882353,'critical/other existing credit','new car',0.18851105975569496,0.003136131330339167,1<=X<4,0.0,,none,0.6666666666666666,'real estate',0.32142857142857145,none,rent,0.6666666666666666,skilled,1.0,none,no,good,01/1996,no
"New York, NY",New York,0.513314059608338,0.38235294117647056,'existing paid',furniture/equipment,0.17558049961483438,0.0,1<=X<4,,'female div/dep/mar','co applicant',1.0,car,0.03571428571428571,none,rent,0.0,skilled,,none,no,good,01/1996,no
"Philadelphia, PA",Pennsylvania,0.5065834960220637,0.11764705882352941,'existing paid','new car',0.02145922746781116,0.0,1<=X<4,,'male div/sep',none,0.3333333333333333,'real estate',0.5357142857142857,none,own,0.0,'unskilled resident',0.0,none,yes,bad,01/1996,yes
"Harris, TX",Texas,0.5075984908175483,0.25,'critical/other existing credit',business,0.18719049191152196,0.0055721181147075525,4<=X<7,0.3333333333333333,'male single',none,0.6666666666666666,'life insurance',0.14285714285714285,,own,0.3333333333333333,skilled,0.0,none,yes,good,01/1996,yes
"Los Angeles, CA",California,0.5065834960220637,0.20588235294117646,'critical/other existing credit','new car',0.0704302850225597,0.0,1<=X<4,0.6666666666666666,'male single',none,0.3333333333333333,'life insurance',0.23214285714285715,bank,own,0.3333333333333333,skilled,0.0,none,no,good,01/1996,no
"Cook, IL",Illinois,0.5065834960220637,0.6470588235294118,'existing paid',business,0.20160669087707714,0.0,1<=X<4,1.0,'male div/sep',none,0.3333333333333333,'real estate',0.3392857142857143,bank,own,0.0,skilled,0.0,none,yes,bad,01/1996,yes
"Wayne, MI",Michigan,0.2378466057364986,0.11764705882352941,'existing paid',furniture/equipment,,0.006520701047958289,<1,1.0,'female div/dep/mar',none,0.0,car,0.05357142857142857,none,,0.0,skilled,,none,no,good,01/1996,no
"St. Louis city, MO",Missouri,0.4728981657448908,0.20588235294117646,'existing paid',radio/tv,0.1293056014086057,0.0021585101440297354,1<=X<4,1.0,'male single',none,1.0,'no known property',0.8214285714285714,none,'for free',0.3333333333333333,skilled,0.0,none,no,good,01/1996,no
"New York, NY",New York,0.5065834960220637,0.16176470588235295,'existing paid',radio/tv,0.09513590844062947,0.0,>=7,1.0,'male single',,0.3333333333333333,car,0.2857142857142857,none,own,0.0,skilled,0.0,none,yes,bad,01/1996,yes
"Philadelphia, PA",Pennsylvania,0.8860935044905136,0.029411764705882353,,furniture/equipment,,0.0030135253729802283,1<=X<4,0.3333333333333333,,none,0.3333333333333333,'real estate',0.39285714285714285,none,,0.0,skilled,0.0,,yes,bad,01/1996,yes
"Harris, TX",Texas,0.5065834960220637,0.07352941176470588,'all paid','new car',0.06531308462638935,0.0,4<=X<7,0.3333333333333333,'male single',none,0.6666666666666666,'no known property',0.17857142857142858,none,own,0.0,,0.0,none,yes,bad,01/1996,yes
"Montgomery, AL",Alabama,0.5065834960220637,0.5588235294117647,'critical/other existing credit',furniture/equipment,0.2086497193793331,0.0,1<=X<4,1.0,'male single',none,1.0,'real estate',0.30357142857142855,none,own,0.3333333333333333,skilled,0.0,yes,no,bad,01/1996,no
"Los Angeles, CA",California,0.5065834960220637,0.07352941176470588,'existing paid',education,0.1970947507428194,0.0,>=7,0.0,'male single',none,1.0,'real estate',0.8035714285714286,none,own,0.0,'unskilled resident',0.0,,no,bad,01/1996,no
"Cook, IL",Illinois,0.42114917934267143,,'existing paid',radio/tv,0.18763068119291296,0.009650379433173302,1<=X<4,0.3333333333333333,'female div/dep/mar',none,1.0,car,0.16071428571428573,none,own,0.0,skilled,,none,yes,bad,01/1996,yes
"Wayne, MI",Michigan,0.21035386132366907,0.20588235294117646,'all paid',furniture/equipment,,0.008387753170547038,1<=X<4,1.0,'male single',,0.6666666666666666,car,0.44642857142857145,,own,,skilled,0.0,none,yes,good,01/1996,yes
"Kingdom City, MO",Missouri,0.508676478283023,0.16176470588235295,'existing paid',radio/tv,,0.0,<1,1.0,'male single',none,,'life insurance',0.07142857142857142,none,own,0.0,skilled,0.0,none,yes,bad,02/1996,yes
"New York, NY",New York,0.5065834960220637,0.07352941176470588,'existing paid',furniture/equipment,0.09519093210080334,0.0,<1,0.3333333333333333,'female div/dep/mar','co applicant',0.3333333333333333,car,0.0,none,rent,0.3333333333333333,skilled,0.0,none,no,good,02/1996,no
"Harris, TX",Texas,0.515961275764129,0.29411764705882354,'existing paid','new car',0.060801144492131615,0.003252284342573951,<1,0.6666666666666666,'female div/dep/mar',none,,car,0.10714285714285714,none,own,0.0,'unskilled resident',0.0,yes,yes,bad,02/1996,yes
"Los Angeles, CA",California,0.5065834960220637,0.11764705882352941,'existing paid',education,0.06289204357873886,0.0,>=7,1.0,'male single',none,1.0,'life insurance',0.5,bank,,0.6666666666666666,skilled,1.0,yes,yes,bad,02/1996,yes
